ANIO,MES,BARRIO,USO,ESTRATO,PROMEDIO,INMUEBLES
2017,05,Baja Suiza,Residencial,5,5.44,16
2017,09,Buenos Aires,Residencial,1,7,1
2017,07,Vereda La Trinidad,Industrial,Industrial,53,5
2016,05,Vereda Santa Clara,Rural,3,2.2,5
2016,07,Estrada,Comercial,Comercial,101,2
2018,02,Bella Montaña (Hosp G. - Esc),Rural,2,1,1
2017,04,Betania,Residencial,2,13.82,67
2016,04,La Panamericana,Comercial,Comercial,20.28,95
2017,06,Vereda Cueva Santa,Rural,4,6,1
2017,11,Vereda La Trinidad,Rural,3,15.92,13
2016,10,20 de julio,Comercial,Comercial,8.2,5
2016,09,Los Alcazares,Comercial,Comercial,44,11
2017,09,Minitas,Residencial,3,13.74,486
2016,11,Ciudadela La Linda,Residencial,3,6.14,7
2016,08,Arboleda,Oficial,Oficial,17.75,4
2016,08,Vereda La Francia,Rural,3,8,1
2016,07,Vereda El Chuzo,Rural,2,6,23
2017,08,Fundadores,Residencial,2,2,1
2017,03,Vereda Bajo Tablazo,Rural,2,14.24,193
2017,02,Vereda Quiebra de Velez,Rural,2,12.26,35
2017,04,Arboleda,Comercial,Comercial,12.42,43
2018,05,La Sultana,Residencial,3,12.25,2069
2017,03,Cerros de la Alhambra,Suministro a Constru,Suministro a Constru,17,1
2018,05,El Caribe,Oficial,Oficial,133,4
2017,03,Peralonso,Residencial,3,2,1
2017,04,Vereda Bajo Tablazo,Residencial,3,36,1
2018,06,Vereda La Aurora,Rural,1,10.1,70
2018,03,La Francia,Residencial,2,17.2,5
2016,09,Cerros de la Alhambra,Servicios Especiales,Servicios Especiales,77,3
2018,01,Prado,Residencial,1,0,1
2017,05,Colseguros,Residencial,5,7.26,270
2018,06,San Jorge,Servicios Especiales,Servicios Especiales,634,2
2018,02,Vereda El Rosario,Comercial,Comercial,88.86,7
2017,09,Altos de Castilla,Residencial,3,4.5,2
2016,09,San Joaquin,Comercial,Comercial,15.56,82
2016,09,Isabella,Residencial,3,10.24,50
2016,11,San Cayetano,Residencial,1,9.09,11
2017,04,Vereda Bajo Tablazo,Rural,5,30,1
2017,08,las Delicias,Residencial,4,7.2,10
2016,03,Fanny Gonzalez,Servicios Especiales,Servicios Especiales,1,1
2017,02,Fatima,Comercial,Comercial,20.72,29
2017,08,las Colinas,Residencial,2,12.94,444
2017,02,Vereda Farallones,Oficial,Oficial,25,1
2017,01,Vereda Quiebra de Velez,Rural,1,9.22,18
2016,08,El Caribe,Oficial,Oficial,141.75,4
2017,09,La Carola,Oficial,Oficial,70.5,2
2016,09,Las Americas,Suministro a Constru,Suministro a Constru,1,1
2018,02,Vereda Quiebra de Velez,Oficial,Oficial,5,1
2016,05,SanCancio,Comercial,Comercial,8.58,12
2017,06,SanCancio,Servicios Especiales,Servicios Especiales,88.13,24
2017,12,Peralonso,Residencial,2,11.75,461
2018,04,La Cumbre,Comercial,Comercial,8,3
2017,04,Colon,Residencial,1,23,2
2017,08,Vivienda Popular,Residencial,2,14.11,112
2018,04,Panorama,Comercial,Comercial,0,1
2016,05,Chipre,Residencial,5,8.83,23
2018,04,Estambul,Residencial,2,11.4,67
2017,01,San Antonio,Residencial,4,8.67,3
2018,03,Las Americas,Suministro a Constru,Suministro a Constru,33,1
2018,01,Vivienda Popular,Residencial,2,13.01,112
2018,05,El Palmar,Residencial,3,14,1
2017,11,Santana,Residencial,1,12,1
2016,08,San Joaquin,Residencial,1,11.13,15
2016,07,El Palmar,Residencial,4,5,1
2016,11,Vereda Bajo Tablazo,Rural,1,14.24,92
2016,10,Vereda La Trinidad,Rural,6,17.44,96
2016,02,Palogrande,Comercial,Comercial,14.47,209
2017,08,CampoHermoso (Univ. Mzles),Residencial,1,14.02,49
2017,08,San Jorge,Comercial,Comercial,13,55
2017,09,Vereda El Arenillo,Comercial,Comercial,151.67,3
2018,03,Los Rosales,Residencial,5,11.17,173
2017,04,Zona Industrial,Residencial,4,9,2
2017,11,Vereda Minitas,Industrial,Industrial,36.67,3
2016,04,Fanny Gonzalez,Residencial,3,11.52,164
2018,02,Los Alcazares,Residencial,4,10.72,862
2016,01,Vereda Minitas,Rural,2,21.57,7
2016,02,Los Alcazares,Comercial,Comercial,68.91,11
2016,01,Estrada,Residencial,1,10.21,86
2018,06,Vereda Cuchilla del Salado,Comercial,Comercial,36,7
2017,03,Sacatin,Residencial,4,9.7,43
2017,12,Vereda Alto Tablazo,Rural,1,11.19,21
2018,03,Villapilar II,Suministro a Constru,Suministro a Constru,0,1
2017,04,La Asuncion,Residencial,1,3.33,3
2016,08,Vereda La Linda,Oficial,Oficial,669.33,3
2017,07,San Jorge,Servicios Especiales,Servicios Especiales,716.5,2
2018,05,Vereda Alto Corinto,Oficial,Oficial,45,1
2016,11,Vereda El Guineo,Rural,3,1,1
2018,04,Fundadores,Servicios Especiales,Servicios Especiales,8.5,2
2017,01,Vereda Quiebra de Velez,Rural,3,13.75,4
2017,02,Ciudadela La Linda,Oficial,Oficial,30,2
2017,11,Alta Suiza,Residencial,1,2.83,6
2018,03,San Jose,Residencial,1,15,1
2017,08,Cerros de la Alhambra,Industrial,Industrial,151,1
2016,07,Buenos Aires,Residencial,1,7,1
2017,02,La Isla,Residencial,1,11.55,114
2018,02,Peralonso,Industrial,Industrial,6,1
2016,12,La Carola,Oficial,Oficial,82,2
2016,12,Vereda La Pola,Rural,3,5.5,2
2016,11,Bosques del Norte,Oficial,Oficial,36.83,6
2017,02,Fundadores,Oficial,Oficial,103.5,10
2016,04,Vereda Alto del Naranjo,Rural,1,10.56,43
2018,05,Los Rosales,Residencial,6,11.39,141
2018,04,Vereda Morrogacho,Rural,1,11.65,31
2017,05,Hoyo Frio,Residencial,1,9,1
2017,04,Vereda La Francia,Rural,2,8.29,17
2016,10,Vereda Manzanares,Rural,1,9.12,42
2017,07,Betania,Oficial,Oficial,56,1
2016,04,Persia,Residencial,2,11.04,298
2018,05,Belen,Servicios Especiales,Servicios Especiales,68.78,9
2016,01,Vereda Bajo Tablazo,Suministro a Constru,Suministro a Constru,3,1
2018,04,Ciudadela La Linda,Residencial,2,9.86,934
2016,09,La Carola,Residencial,2,13.29,378
2016,12,La Carola,Residencial,2,13.03,378
2017,11,Marmato,Residencial,2,5.25,4
2016,11,Los Agustinos,Residencial,5,30.67,6
2016,02,La Avanzada,Comercial,Comercial,15,1
2018,06,La Argentina,Comercial,Comercial,16.27,44
2016,03,CampoAmor,Oficial,Oficial,57,3
2016,03,Palermo,Residencial,6,10.93,792
2017,07,Cervantes,Servicios Especiales,Servicios Especiales,2,1
2016,05,Vereda Cuchilla del Salado,Rural,1,8.22,51
2017,10,Bajo Prado,Residencial,3,10.81,176
2018,01,CampoAmor,Residencial,3,14.29,1173
2016,08,San Jorge,Residencial,1,64,1
2018,02,Vereda La Palma,Comercial,Comercial,7.5,2
2018,06,Vereda El Guineo,Rural,1,3.67,3
2017,02,Los Rosales,Oficial,Oficial,116.67,3
2017,01,PaloNegro,Residencial,4,12.62,134
2017,12,Persia,Residencial,3,7.92,184
2016,05,Vereda Quiebra de Velez,Rural,5,9,1
2016,05,Belen,Comercial,Comercial,21.28,128
2017,10,Alhambra,Residencial,6,13.82,285
2016,11,La Avanzada,Comercial,Comercial,16,1
2017,07,Estrada,Residencial,2,16.67,6
2016,03,San Antonio,Servicios Especiales,Servicios Especiales,45.75,4
2016,05,Los Rosales,Oficial,Oficial,115,3
2016,08,Camelia,Servicios Especiales,Servicios Especiales,9.4,5
2018,02,Vereda La Pola,Rural,1,12.75,44
2016,01,Colombia,Residencial,3,13.08,427
2017,03,SanCancio,Residencial,6,11.07,1949
2017,09,Vereda Bajo Corinto,Industrial,Industrial,88,1
2018,06,Saenz,Comercial,Comercial,10,1
2017,12,Belen,Comercial,Comercial,15.97,131
2018,06,Vereda La Linda,Rural,4,10.86,7
2017,05,Vereda La Cabaña,Oficial,Oficial,36.11,9
2017,04,Vereda La Trinidad,Rural,2,17.17,18
2016,10,Cerro de Oro,Industrial,Industrial,10,2
2018,02,Betania,Residencial,3,12.16,297
2017,07,Guamal,Residencial,1,12.75,4
2016,04,San Joaquin,Servicios Especiales,Servicios Especiales,51.4,5
2016,02,Vereda Patio Bonito,Rural,1,13.58,19
2016,02,las Delicias,Residencial,2,16.31,208
2016,10,Alta Suiza,Residencial,5,8.18,569
2018,03,Palogrande,Oficial,Oficial,159.36,25
2017,04,Vereda Santa Clara,Rural,1,3.41,32
2016,05,Colseguros,Residencial,5,7.2,270
2018,04,Vereda Agua Bonita,Industrial,Industrial,4,1
2017,08,Baja Leonora,Residencial,1,19.58,12
2016,03,Chachafruto,Residencial,3,24,1
2017,07,Villa Jardin,Residencial,1,0,2
2017,11,Vereda La Cabaña,Oficial,Oficial,31.89,9
2016,11,Malteria,Comercial,Comercial,1.5,2
2016,06,Vereda La Argelia,Rural,2,9.5,24
2016,05,Vereda El Aventino,Servicios Especiales,Servicios Especiales,70,1
2017,09,Colinas del Viento,Residencial,6,7,1
2017,07,La Argentina,Comercial,Comercial,13.95,44
2016,03,las Colinas,Comercial,Comercial,49.55,11
2016,07,Colon,Residencial,3,19.9,312
2017,05,San Jose,Residencial,2,15.15,125
2017,09,Vereda Morrogordo,Rural,1,8.36,14
2018,04,Solferino,Residencial,1,12.37,49
2016,11,Zona Industrial,Residencial,2,18,46
2017,02,Bosconia,Residencial,1,12.09,34
2016,11,Fatima,Residencial,1,9.25,4
2017,06,Villa Julia,Residencial,1,8,1
2017,06,Belen,Oficial,Oficial,947,1
2018,07,La Francia,Residencial,6,11.75,325
2016,07,La Francia,Residencial,6,12.61,304
2016,01,Betania,Residencial,1,14,2
2018,06,San Ignacio,Residencial,3,17.86,7
2016,11,San Joaquin,Oficial,Oficial,41,4
2018,03,Estrada,Comercial,Comercial,27.5,2
2018,04,20 de julio,Residencial,3,12.99,129
2018,01,Isabella,Residencial,3,10.08,50
2018,06,Chipre,Residencial,4,9.75,2302
2018,04,Sacatin,Servicios Especiales,Servicios Especiales,4,1
2016,04,Vereda Cueva Santa,Comercial,Comercial,15,2
2017,03,San Jorge,Residencial,1,57,1
2016,11,La Sultana,Comercial,Comercial,12.72,32
2016,10,Vereda Manzanares,Oficial,Oficial,12.5,2
2017,09,Vereda La Siria,Rural,4,8,2
2018,06,Alta Suiza,Residencial,2,7.73,41
2016,02,Vereda El Arenillo,Oficial,Oficial,189,3
2018,06,Vereda El Aventino,Rural,2,14.71,66
2017,01,Vereda El Rosario,Oficial,Oficial,94,2
2016,06,Vereda Minitas,Rural,2,17.57,7
2017,05,San Jose,Oficial,Oficial,60.17,12
2016,01,Fatima,Residencial,3,14.27,1133
2018,02,Vereda La Cabaña,Oficial,Oficial,26.56,9
2018,03,Guamal,Residencial,3,9.5,1366
2018,01,Uribe,Residencial,2,13.84,45
2016,08,Galan,Residencial,2,14.18,57
2017,04,La Cumbre,Residencial,2,11.53,739
2017,06,Nogales,Comercial,Comercial,2,4
2016,09,Nuevo Horizontes,Residencial,2,8,3
2018,04,El Sol,Residencial,5,10.42,19
2017,11,Palogrande,Residencial,6,10.19,280
2016,03,Villa del Rio,Residencial,3,5,1
2017,04,Cervantes,Comercial,Comercial,14.71,17
2017,04,CampoAmor,Residencial,3,14.72,1168
2016,08,Vereda Agua Bonita,Comercial,Comercial,33,1
2018,01,Sacatin,Rural,3,5,1
2017,05,El Sol,Residencial,6,5.36,39
2017,01,Villa Café Etapas I - II,Residencial,3,9.96,455
2016,03,Gonzalez,Residencial,2,16.13,61
2018,02,Uribe,Servicios Especiales,Servicios Especiales,222.67,3
2017,02,Vereda El Guineo,Rural,1,8,3
2018,06,Aranjuez,Servicios Especiales,Servicios Especiales,1.5,2
2016,02,Vereda Alto del Naranjo,Rural,3,14.3,10
2016,12,Vereda La Francia,Rural,3,9,1
2016,01,Vereda San Peregrino,Rural,5,13,6
2017,07,Vereda Cuchilla de los Santa,Rural,4,22,1
2017,01,Vereda El Chuzo,Rural,2,8.5,24
2018,01,Cerros de la Alhambra,Industrial,Industrial,39,1
2016,08,las Delicias,Residencial,4,7.5,10
2017,04,Versalles,Residencial,4,11.79,287
2017,10,Vereda Farallones,Rural,5,30,1
2018,04,Prado,Residencial,1,0,1
2017,09,Estambul,Residencial,1,13.75,16
2017,06,Villapilar,Residencial,3,7.06,484
2017,08,Sacatin,Rural,3,3,1
2016,02,La Francia,Residencial,5,5.52,145
2016,02,Fanny Gonzalez,Residencial,3,12.85,164
2017,11,Bosques del Norte,Residencial,2,9.54,1631
2017,09,Vereda La Pola,Rural,4,19.5,4
2018,02,El Trebol,Suministro a Constru,Suministro a Constru,46.67,3
2017,07,Las Americas,Oficial,Oficial,16.4,5
2017,03,Vereda El Rosario,Rural,2,15.5,20
2018,01,La Sultana,Industrial,Industrial,12,1
2016,02,La Enea,Industrial,Industrial,682.75,8
2017,11,Chipre,Comercial,Comercial,15.81,118
2016,11,El Porvenir,Oficial,Oficial,58,1
2016,06,Vereda La Francia,Rural,5,6,1
2016,05,Milan,Residencial,5,8.84,610
2018,07,las Delicias,Oficial,Oficial,72,1
2016,08,SanCancio,Oficial,Oficial,6,1
2016,05,Nevado,Oficial,Oficial,17.4,5
2017,09,Vereda Alto del Naranjo,Rural,1,10.41,49
2017,07,Vereda La Francia,Rural,5,9,1
2017,11,VillaHermosa - La Playa,Oficial,Oficial,16.75,4
2017,03,VillaLuz,Residencial,2,11.95,225
2018,03,Solferino,Oficial,Oficial,33.2,5
2018,06,San Ignacio,Residencial,2,14.92,168
2017,05,Colseguros,Servicios Especiales,Servicios Especiales,18.33,3
2016,09,Uribe,Residencial,4,12.88,256
2017,07,Fanny Gonzalez,Oficial,Oficial,17.5,2
2017,10,Vereda La China,Rural,3,13.93,15
2018,06,Los Cedros,Residencial,2,9.81,16
2018,04,Palogrande,Suministro a Constru,Suministro a Constru,116.33,3
2016,08,El Carmen,Residencial,3,13.38,69
2017,09,Vereda Bajo Tablazo,Rural,4,11.89,9
2018,05,Versalles,Residencial,5,9.92,384
2016,11,PaloNegro,Servicios Especiales,Servicios Especiales,6,1
2017,10,La Estrella,Residencial,6,10.53,154
2016,04,Uribe,Servicios Especiales,Servicios Especiales,268.33,3
2018,02,20 de julio,Residencial,3,13.39,129
2017,06,Vereda Alto del Zarzo,Industrial,Industrial,64,2
2017,10,El Paraiso,Oficial,Oficial,27.5,2
2016,05,Galan,Oficial,Oficial,61.5,4
2017,06,La Enea,Residencial,2,12.05,119
2016,07,Villa Jardin,Residencial,1,0,2
2017,11,Los Alamos,Residencial,4,8,2
2017,12,Vereda La Aurora,Servicios Especiales,Servicios Especiales,2,1
2018,05,Morrogacho,Rural,1,17.5,2
2017,02,Vereda Bajo Tablazo,Suministro a Constru,Suministro a Constru,3,2
2017,04,Alta Suiza,Residencial,3,3.25,702
2017,10,Alhambra,Residencial,4,69,1
2016,07,Santa Helena - Conjunto La Estacion,Suministro a Constru,Suministro a Constru,0,1
2017,10,Las Americas,Suministro a Constru,Suministro a Constru,16,1
2017,03,El encuentro,Comercial,Comercial,10.6,10
2017,02,Versalles,Industrial,Industrial,321.83,6
2016,06,Vereda La Palma,Residencial,2,17.9,10
2017,01,Vereda La Palma,Residencial,3,11.63,8
2016,07,Cerros de la Alhambra,Residencial,6,20.36,199
2018,05,Nogales,Comercial,Comercial,1.75,4
2016,12,Vereda La Cabaña,Rural,4,19.15,53
2017,03,las Delicias,Residencial,1,3,1
2017,06,CampoHermoso (Univ. Mzles),Residencial,1,14.14,49
2016,03,Versalles,Residencial,5,10.56,385
2017,04,La Francia,Residencial,2,19.6,5
2017,08,Vereda Hoyo Frio,Rural,2,7.5,4
2017,02,Hoyo Frio,Residencial,1,14,1
2017,01,Vereda Bajo Tablazo,Rural,3,18.19,70
2016,05,Vereda Bajo Tablazo,Servicios Especiales,Servicios Especiales,91,2
2017,02,Vereda El Arenillo,Rural,2,13.29,100
2018,04,Viveros,Comercial,Comercial,8.9,10
2016,08,Centenario,Rural,1,5.2,10
2017,10,La Rambla,Residencial,6,9.55,194
2016,12,Bosconia,Comercial,Comercial,89,1
2017,10,Betania,Residencial,1,18,2
2016,11,Laureles,Residencial,6,6.73,193
2016,09,El Porvenir,Comercial,Comercial,1,1
2017,03,Vereda San Peregrino,Rural,4,13.71,28
2016,06,Kennedy,Oficial,Oficial,18.5,4
2016,09,Vereda Morrogacho,Rural,2,16.12,25
2016,01,Solferino,Residencial,2,12.11,1078
2016,03,Vereda La Palma,Rural,3,10.9,21
2018,02,Viveros,Comercial,Comercial,10.4,10
2016,11,Alta Suiza,Residencial,4,8.74,574
2016,08,Vereda Cascarero,Rural,2,5.5,2
2018,06,Asturias,Rural,3,32,1
2018,03,las Delicias,Residencial,4,7.1,10
2016,11,Vereda Cuchilla del Salado,Residencial,3,6,1
2016,12,Residencias Manizales,Residencial,5,7.46,155
2017,05,MalHabar,Oficial,Oficial,72.4,5
2016,04,Vereda Cueva Santa,Rural,2,9.94,16
2017,12,La Isla,Comercial,Comercial,13,1
2017,01,Vereda Cuchilla de los Santa,Rural,3,17.13,8
2018,03,Palermo,Comercial,Comercial,18.34,32
2016,07,El encuentro,Residencial,2,13.33,6
2017,09,El Bosque,Residencial,2,13.55,22
2017,11,20 de julio,Residencial,2,14.56,165
2017,11,Sierra Bonita,Residencial,6,14.94,101
2017,06,Jesus de la Buena Esperanza,Comercial,Comercial,5.8,5
2016,06,Vereda Cuchilla de los Santa,Rural,1,11.75,16
2016,03,Milan,Residencial,4,11.59,17
2017,02,Vereda La Linda,Rural,4,14,7
2018,05,Vereda La Aurora,Rural,1,9.01,70
2016,06,La Florida,Comercial,Comercial,119,4
2016,01,Chachafruto,Comercial,Comercial,9,1
2017,01,La Francia,Residencial,5,7.31,146
2016,07,Viveros,Residencial,3,14.63,282
2016,03,Los Alcazares,Residencial,3,11.5,2
2016,07,Eucaliptus,Residencial,2,10.64,338
2017,11,VillaLuz,Residencial,2,12.09,230
2018,03,Palogrande,Residencial,6,10.44,280
2017,11,Las Americas,Suministro a Constru,Suministro a Constru,17,1
2017,09,Santa Helena - Conjunto La Estacion,Residencial,6,3,1
2017,08,Villapilar,Residencial,3,7.32,484
2018,01,Colseguros,Residencial,5,7.37,270
2017,05,Bosconia,Comercial,Comercial,83,1
2017,10,Vereda Quiebra de Velez,Rural,5,7,1
2018,02,Peralonso,Residencial,3,7,1
2017,01,Los Agustinos,Residencial,5,16.17,6
2018,02,La Argentina,Residencial,3,14.05,456
2017,01,El Campin,Residencial,3,12,8
2018,01,Vereda Cuchilla de los Santa,Rural,3,15.25,8
2018,07,Nogales,Comercial,Comercial,1.75,4
2016,02,CampoHermoso (Univ. Mzles),Comercial,Comercial,21.21,147
2016,04,Santa Helena - Conjunto La Estacion,Servicios Especiales,Servicios Especiales,105.6,5
2016,10,San Antonio,Servicios Especiales,Servicios Especiales,36.5,4
2016,06,Aranjuez,Oficial,Oficial,33.36,11
2016,07,Palermo,Comercial,Comercial,18.94,32
2017,11,Corinto Urbano,Residencial,3,5,1
2016,04,Belen,Comercial,Comercial,20.49,128
2016,05,Colseguros,Servicios Especiales,Servicios Especiales,34,3
2018,01,Morrogacho,Residencial,1,16.09,47
2017,12,Aranjuez,Oficial,Oficial,17.82,11
2017,08,Vereda Quiebra de Velez,Comercial,Comercial,2,1
2016,11,La Francia,Industrial,Industrial,44,1
2017,01,Santos,Residencial,3,9.46,405
2016,04,Vereda La China,Rural,1,6.63,8
2017,01,Topacio,Residencial,2,5.5,2
2017,01,Zona Industrial,Comercial,Comercial,62.49,72
2017,07,Chipre,Servicios Especiales,Servicios Especiales,4.5,4
2016,07,Aranjuez,Comercial,Comercial,17.18,17
2016,06,Asturias,Oficial,Oficial,23,1
2017,01,Palogrande,Comercial,Comercial,15.16,210
2017,12,CampoHermoso (Univ. Mzles),Industrial,Industrial,0,1
2016,04,Marmato,Residencial,2,9,3
2018,06,La Francia,Comercial,Comercial,18.33,3
2017,03,Santa Helena - Conjunto La Estacion,Servicios Especiales,Servicios Especiales,69.2,5
2018,03,Vereda San Peregrino,Industrial,Industrial,27.67,6
2016,05,Vereda San Peregrino,Residencial,4,10,1
2018,03,Chachafruto,Residencial,2,21.43,7
2016,01,El Caribe,Residencial,1,18,3
2017,06,CampoHermoso (Univ. Mzles),Residencial,2,18.33,9
2018,03,Arboleda,Residencial,6,12.61,216
2016,02,Centro,Comercial,Comercial,19.53,1609
2017,10,Chachafruto,Residencial,5,20,1
2016,07,La Isla,Oficial,Oficial,70.5,2
2017,04,Vereda Manzanares,Rural,3,4,3
2016,06,Los Rosales,Residencial,4,11.61,111
2016,03,Vereda Agua Bonita,Rural,3,15.67,6
2017,05,San Marcel,Residencial,4,13.5,90
2016,12,San Jose,Residencial,2,15.2,126
2016,02,SanCancio,Comercial,Comercial,7,11
2016,06,Puerta del Sol,Comercial,Comercial,2,2
2018,04,Vereda Santa Clara,Rural,2,2.95,19
2016,06,San Ignacio,Oficial,Oficial,40.33,3
2017,02,Caserio La Enea,Comercial,Comercial,0,1
2016,11,Vereda La Siria,Rural,4,8.5,2
2017,05,La Francia,Servicios Especiales,Servicios Especiales,48,4
2017,08,La Toscana,Oficial,Oficial,1001.75,4
2018,05,Palogrande,Residencial,5,8.67,24
2016,09,Velez,Residencial,2,12,1
2017,09,El Caribe,Servicios Especiales,Servicios Especiales,47,2
2016,05,Palogrande,Comercial,Comercial,14.6,209
2016,06,Guayacanes,Residencial,5,16,1
2016,02,La Toscana,Servicios Especiales,Servicios Especiales,8,1
2016,11,Kennedy,Oficial,Oficial,17.75,4
2016,03,Centro,Servicios Especiales,Servicios Especiales,37.43,23
2016,05,20 de julio,Oficial,Oficial,164,1
2017,07,Residencias Manizales,Comercial,Comercial,5.68,40
2017,11,Vereda Cuchilla del Salado,Rural,3,12.23,81
2016,05,Vereda El Aventino,Rural,1,17.49,41
2017,07,Bella Montaña (Hosp G. - Esc),Suministro a Constru,Suministro a Constru,8,1
2018,01,Panorama,Residencial,3,7.86,128
2016,09,Lusitania,Residencial,2,1.5,2
2017,09,Vereda La Argelia,Residencial,3,36,1
2016,07,Vereda La Argelia,Comercial,Comercial,16,2
2017,06,El Sol,Residencial,2,24,1
2018,04,Vereda El Aventino,Rural,2,13.29,66
2017,01,Vereda La Francia,Rural,3,6,1
2016,09,Colombia,Comercial,Comercial,11.3,10
2016,07,Vereda La Siria,Servicios Especiales,Servicios Especiales,136,1
2017,10,Morrogacho,Residencial,1,15.4,47
2017,09,Palogrande,Residencial,5,8.88,24
2016,07,Las Americas,Industrial,Industrial,35,2
2017,12,Vereda El Arenillo,Oficial,Oficial,189.67,3
2017,10,Vereda Cuchilla del Salado,Oficial,Oficial,20.4,5
2017,07,El Sol,Residencial,4,10.05,732
2016,05,Vereda La Palma,Residencial,3,11,7
2018,07,Colon,Residencial,2,20.41,111
2017,05,Aranjuez,Servicios Especiales,Servicios Especiales,11,2
2017,03,Viveros,Suministro a Constru,Suministro a Constru,8,2
2018,06,Vereda La Pola,Rural,1,11.52,44
2017,09,Milan,Comercial,Comercial,20.7,63
2016,02,Vereda Quiebra de Velez,Rural,1,8.14,14
2016,06,La Asuncion,Residencial,1,4.33,3
2016,05,Bella Montaña (Hosp G. - Esc),Oficial,Oficial,135,2
2016,03,CampoAmor,Residencial,3,13.93,1147
2016,02,Belen,Comercial,Comercial,23.49,128
2017,11,CampoAmor,Comercial,Comercial,6.29,48
2016,12,Vereda Santa Clara,Rural,1,4.07,30
2016,06,La Francia,Servicios Especiales,Servicios Especiales,51.5,4
2017,04,Viveros,Oficial,Oficial,51.67,3
2017,05,Solferino,Oficial,Oficial,61.2,5
2018,03,Vereda Alto Corinto,Residencial,2,9.29,115
2017,04,Baja Suiza,Oficial,Oficial,74,1
2017,09,Vereda La Trinidad,Rural,6,15.79,97
2017,12,Estambul,Servicios Especiales,Servicios Especiales,18,2
2016,04,Arrayanes,Residencial,4,6.71,93
2018,04,Marmato,Residencial,2,5.75,4
2018,03,Camelia,Residencial,4,12.93,14
2016,06,Vereda Alto del Zarzo,Comercial,Comercial,0,1
2016,08,Vereda La China,Rural,4,18,3
2018,03,La Isla,Oficial,Oficial,79,2
2017,11,Zona Industrial,Suministro a Constru,Suministro a Constru,0,1
2016,02,Guamal,Industrial,Industrial,1687,2
2017,11,Olivares,Residencial,1,0,2
2017,03,Asturias,Industrial,Industrial,574,1
2018,01,VillaLuz,Residencial,3,12.39,77
2018,02,Lusitania,Residencial,2,3,1
2016,01,Vereda Bajo Tablazo,Rural,1,15.69,89
2017,10,Colombia,Residencial,2,12.04,105
2017,03,La Carola,Servicios Especiales,Servicios Especiales,11,1
2017,05,Villapilar,Oficial,Oficial,1926.5,2
2016,09,Eucaliptus,Residencial,2,11.74,338
2016,12,Ciudadela La Linda,Servicios Especiales,Servicios Especiales,43,1
2016,10,La Rambla,Residencial,6,9.12,195
2017,11,Alferez Real,Residencial,2,25,2
2016,10,Isabella,Residencial,1,17.5,2
2018,01,El Sol,Residencial,5,11.11,19
2018,02,VillaLuz,Oficial,Oficial,2,1
2018,07,Asturias,Residencial,4,12.12,158
2018,05,Sierra Morena,Residencial,1,7.07,60
2016,09,Vereda Alto Tablazo,Rural,2,15.77,70
2018,05,La Rambla,Residencial,6,8.08,194
2017,01,Santa Helena - Conjunto La Estacion,Residencial,6,9,1
2017,05,Alta Suiza,Residencial,5,8.25,569
2016,06,Vereda Alto Corinto,Rural,2,13,1
2017,04,Gonzalez,Residencial,2,5.37,57
2016,01,Los Alcazares,Suministro a Constru,Suministro a Constru,8,1
2018,03,Vereda Santa Clara,Rural,1,3.09,33
2016,12,Vereda La Linda,Rural,2,14.11,118
2016,10,Vereda La Trinidad,Rural,1,17.75,16
2018,03,Vereda Bajo Corinto,Residencial,1,7.15,48
2017,03,Palermo,Residencial,6,10.86,815
2016,09,Guaduales,Residencial,6,5,1
2017,02,Vereda El Rosario,Rural,6,19.7,10
2017,12,La Argentina,Residencial,6,6.95,20
2016,11,La Francia,Comercial,Comercial,28,3
2016,07,Los Alamos,Residencial,3,12,1
2018,05,Uribe,Residencial,1,30,1
2016,08,Viveros,Residencial,3,14.55,282
2016,05,El Bosque,Oficial,Oficial,79.75,4
2017,10,San Jorge,Residencial,4,13.58,449
2017,02,Vereda Morrogordo,Rural,2,9.7,10
2017,02,Bella Montaña (Hosp G. - Esc),Suministro a Constru,Suministro a Constru,0,1
2018,02,Morrogacho,Comercial,Comercial,11,7
2017,11,El Campin,Residencial,2,21.8,5
2017,11,Vereda El Arenillo,Oficial,Oficial,192.67,3
2018,04,Arboleda,Residencial,1,0,1
2016,10,Guamal,Residencial,1,8,4
2016,02,El Trebol,Residencial,6,15.74,358
2017,01,Vereda San Peregrino,Industrial,Industrial,41.17,6
2016,12,San Jorge,Residencial,1,66,1
2016,11,Los Rosales,Residencial,5,9.96,174
2016,06,Vereda Farallones,Rural,2,2.71,21
2018,05,Fanny Gonzalez,Oficial,Oficial,18.5,2
2017,03,La Asuncion,Comercial,Comercial,18.32,19
2016,04,Vereda La Pola,Oficial,Oficial,22,2
2016,08,Vereda Manzanares,Oficial,Oficial,14,2
2018,02,Vereda Alto Corinto,Oficial,Oficial,25,1
2016,12,Palogrande,Residencial,5,7.71,24
2016,12,Minitas,Servicios Especiales,Servicios Especiales,2.5,2
2018,02,Vereda El Guineo,Rural,3,2,1
2016,08,Niño Jesus de Praga,Residencial,1,13,3
2016,06,Portal de los Alcazares,Comercial,Comercial,30,1
2017,03,La Carola,Suministro a Constru,Suministro a Constru,411.75,4
2018,07,Santa Helena - Conjunto La Estacion,Residencial,2,11.33,6
2016,03,Palermo,Comercial,Comercial,16.75,32
2016,11,Palogrande,Residencial,5,8.71,24
