ANIO,MES,BARRIO,USO,ESTRATO,PROMEDIO,INMUEBLES
2016,12,Nevado,Servicios Especiales,Servicios Especiales,60,1
2017,7,Versalles,Residencial,3,11.91,74
2017,1,Vereda Morrogordo,Rural,3,8.5,2
2017,7,La Florida,Suministro a Constru,Suministro a Constru,5.5,2
2016,12,Vereda La Violeta,Rural,3,30,7
2018,5,Vereda La Cabaña,Rural,2,11.45,158
2017,6,Villapilar II,Suministro a Constru,Suministro a Constru,69,1
2016,9,Vereda Hoyo Frio,Industrial,Industrial,444.67,3
2017,2,La Toscana,Residencial,2,11.23,130
2016,7,Sacatin,Residencial,2,13.08,133
2018,3,La Toscana,Residencial,1,35,2
2018,6,El Campin,Oficial,Oficial,10,1
2017,12,VillaHermosa - La Playa,Oficial,Oficial,14.5,4
2018,6,El Caribe,Residencial,2,12.9,1583
2018,4,Gonzalez,Residencial,2,13.03,61
2016,7,Niño Jesus de Praga,Comercial,Comercial,16,2
2017,6,Vereda Morrogordo,Industrial,Industrial,14.67,3
2018,2,Cervantes,Residencial,1,12.68,201
2017,9,Cerros de la Alhambra,Residencial,6,21.67,202
2017,1,Lusitania,Residencial,2,3,2
2017,2,PaloNegro,Residencial,3,9.81,330
2017,7,La Asuncion,Residencial,3,11.95,716
2017,11,San Sebastian(III Etapa),Residencial,1,9.57,782
2017,11,Milan,Suministro a Constru,Suministro a Constru,166.67,3
2018,5,San Marcel,Servicios Especiales,Servicios Especiales,428.8,5
2018,1,Peralonso,Residencial,2,11.79,462
2017,7,La Argentina,Servicios Especiales,Servicios Especiales,41,2
2018,2,Vereda Bajo Corinto,Rural,2,3,1
2018,5,Vereda Java,Rural,4,11.5,2
2017,12,Vereda El Chuzo,Rural,1,7.9,21
2016,1,Cervantes,Servicios Especiales,Servicios Especiales,4,1
2018,4,Vereda El Arenillo,Residencial,4,0,1
2017,8,Colombia,Residencial,2,11.32,105
2018,6,Uribe,Comercial,Comercial,11.15,33
2017,12,Bosques del Norte,Oficial,Oficial,20,6
2016,5,Vereda Minitas,Rural,1,6.61,18
2016,5,Villapilar,Residencial,2,16.95,19
2016,3,Vereda Quiebra del Billar,Rural,2,7.5,2
2017,2,Sierra Morena,Residencial,2,7.29,7
2017,2,Panorama,Comercial,Comercial,1,1
2016,2,La Rambla,Residencial,6,8.92,195
2017,9,Vereda El Guineo,Industrial,Industrial,0,1
2018,5,Vereda La Francia,Rural,1,8.83,12
2016,3,Vereda El Arenillo,Rural,3,17.63,46
2016,11,Morrogacho,Residencial,4,12.6,78
2018,7,Estrada,Comercial,Comercial,90.5,2
2016,1,Estambul,Oficial,Oficial,3007.5,4
2016,4,Vereda El Chuzo,Rural,1,8.33,18
2017,8,Vereda Bajo Corinto,Industrial,Industrial,76,1
2016,7,Bella Montaña (Hosp G. - Esc),Industrial,Industrial,700,1
2017,9,Fundadores,Residencial,2,3,1
2016,3,Vereda La Argelia,Rural,2,11.63,24
2018,1,Los Alcazares,Residencial,1,18,1
2017,2,Alhambra,Residencial,4,45,1
2018,6,Vereda Bajo Corinto,Residencial,1,6.81,48
2017,12,Vereda Agua Bonita,Rural,3,12.33,6
2018,2,Estambul,Servicios Especiales,Servicios Especiales,7.5,2
2017,12,Estambul,Rural,3,13.11,9
2017,7,Centenario,Residencial,3,12.74,265
2017,10,Vereda La Cabaña,Suministro a Constru,Suministro a Constru,131,5
2017,1,Betania,Residencial,2,14.47,66
2016,12,Villa Julia,Residencial,2,11.71,111
2018,4,Milan,Suministro a Constru,Suministro a Constru,73.75,4
2016,12,Vereda Farallones,Rural,4,1,1
2016,4,Aranjuez,Residencial,2,10.17,71
2018,3,Ciudadela La Linda,Comercial,Comercial,10.5,4
2018,3,Vereda Cascarero,Rural,2,6,2
2016,9,Laureles,Residencial,5,9.38,674
2017,2,Vereda La Trinidad,Rural,4,16.15,13
2016,1,San Marcel,Residencial,6,10.13,209
2018,1,Los Agustinos,Oficial,Oficial,36,1
2017,3,El Porvenir,Oficial,Oficial,106,1
2018,3,Castellana,Servicios Especiales,Servicios Especiales,9,1
2018,6,Vereda Bajo Corinto,Residencial,4,14,1
2017,7,La Enea,Residencial,4,9.32,500
2018,5,Comuneros,Oficial,Oficial,82,1
2017,5,20 de julio,Residencial,1,13.44,216
2017,12,CampoHermoso (Univ. Mzles),Residencial,3,12.09,227
2016,6,La Francia,Residencial,6,12.93,304
2017,12,Estrada,Residencial,1,10.08,77
2017,10,Vereda Alto del Zarzo,Rural,4,18,2
2018,6,MalHabar,Residencial,3,12.96,786
2016,7,Vereda Cuchilla del Salado,Rural,2,12.55,189
2016,2,VillaCarmenza,Residencial,4,8.19,599
2017,6,Los Agustinos,Comercial,Comercial,5.65,57
2017,2,Villa Jardin,Residencial,1,0,2
2016,7,La Isla,Residencial,2,12.94,35
2017,9,CampoHermoso (Univ. Mzles),Comercial,Comercial,22.81,148
2017,4,El Campin,Comercial,Comercial,19.6,5
2018,4,Vereda San Peregrino,Oficial,Oficial,76,4
2017,5,La Isla,Residencial,2,11.29,35
2018,6,Los Alamos,Residencial,3,18,1
2016,12,El Campin,Oficial,Oficial,26,1
2016,10,Palermo,Residencial,6,11.33,811
2016,12,Vereda El Aventino,Comercial,Comercial,12.33,3
2018,4,Vereda El Rosario,Comercial,Comercial,84.71,7
2016,6,La Toscana,Comercial,Comercial,215.56,9
2016,7,Centenario,Oficial,Oficial,175.5,8
2016,6,La Argentina,Servicios Especiales,Servicios Especiales,17,2
2017,5,VillaCarmenza,Comercial,Comercial,2.71,7
2016,4,Bosconia,Residencial,2,5.29,7
2018,4,Vereda Minitas,Rural,2,10.38,8
2018,5,Vereda Farallones,Industrial,Industrial,6,2
2016,9,Baja Suiza,Oficial,Oficial,94,1
2016,2,Eucaliptus,Residencial,2,11.45,336
2016,10,Granjas y Viviendas,Residencial,2,11.25,4
2018,7,Niño Jesus de Praga,Residencial,2,26,1
2018,2,La Toscana,Servicios Especiales,Servicios Especiales,13,1
2016,7,Alta Suiza,Residencial,1,2.17,6
2016,4,Galan,Residencial,1,10.82,347
2017,2,El Paraiso,Residencial,2,7.4,5
2016,5,Baja Leonora,Residencial,2,8,1
2016,1,CampoHermoso (Univ. Mzles),Comercial,Comercial,16.07,147
2018,4,Vereda La Aurora,Rural,2,13.95,105
2018,6,La Asuncion,Residencial,2,14.14,22
2017,9,San Marcel,Residencial,4,13.63,90
2018,2,Vereda Alto del Naranjo,Rural,2,8.98,41
2017,4,Vereda Morrogordo,Rural,2,10.9,10
2017,1,Panorama,Residencial,3,7.6,128
2017,10,Colombia,Residencial,3,11.83,431
2016,12,Cerros de la Alhambra,Servicios Especiales,Servicios Especiales,33.33,3
2017,1,La Toscana,Oficial,Oficial,518.2,5
2016,12,Guayacanes,Servicios Especiales,Servicios Especiales,4.25,24
2016,5,Alta Suiza,Comercial,Comercial,8.6,133
2017,1,El Porvenir,Comercial,Comercial,1,1
2016,9,Estrada,Residencial,2,10.83,6
2016,3,Villa Julia,Residencial,1,8,1
2016,6,Vereda La Linda,Rural,5,7,1
2018,5,Fanny Gonzalez,Residencial,2,12.68,651
2018,3,Fundadores,Residencial,5,8,13
2016,4,El Campin,Residencial,2,20.6,5
2018,1,Centro,Comercial,Comercial,20.31,1612
2016,1,Colon,Residencial,4,27,1
2017,10,VillaCarmenza,Comercial,Comercial,3.14,7
2017,11,Vereda San Peregrino,Residencial,4,9,1
2016,6,Baja Suiza,Residencial,5,5.31,16
2016,2,Alferez Real,Residencial,1,13.47,83
2018,1,Vereda Alto del Naranjo,Rural,2,9.85,41
2018,1,Vereda La Trinidad,Residencial,2,1,1
2016,8,Colon,Comercial,Comercial,21.82,438
2018,6,Comuneros,Residencial,2,10.34,597
2017,7,Colon,Residencial,3,20.35,313
2016,11,Baja Leonora,Residencial,1,20.83,12
2017,11,Belen,Residencial,6,13.33,186
2018,2,Los Agustinos,Comercial,Comercial,5.6,58
2018,3,Isabella,Residencial,2,11.67,100
2017,5,Vereda Alto Corinto,Residencial,4,0,1
2016,8,PaloNegro,Residencial,4,11.7,134
2018,4,San Ignacio,Residencial,2,16.33,167
2016,12,Alhambra,Residencial,6,14.74,285
2016,4,Residencias Manizales,Residencial,4,11.12,645
2017,11,Vereda El Guineo,Rural,2,12.8,5
2016,1,Fanny Gonzalez,Residencial,2,14.27,636
2018,5,Vereda Morrogordo,Rural,3,9,2
2017,1,Vereda Santa Clara,Rural,3,1.4,5
2018,2,Vereda La Linda,Industrial,Industrial,62.5,2
2016,6,Guamal,Residencial,1,11.25,4
2017,11,Bella Montaña (Hosp G. - Esc),Industrial,Industrial,1603,1
2016,8,Estambul,Rural,2,16.03,32
2017,3,Asturias,Residencial,4,11.37,157
2016,3,VillaHermosa - La Playa,Comercial,Comercial,11.45,20
2017,2,Vereda Alto del Zarzo,Comercial,Comercial,6,1
2016,10,Granjas de Estambul,Residencial,2,4.5,2
2018,4,El Paraiso,Oficial,Oficial,44,2
2018,5,Laureles,Residencial,6,6.18,262
2017,6,Hoyo Frio,Residencial,1,13,1
2016,1,Aranjuez,Residencial,1,3,1
2018,1,Puerta del Sol,Comercial,Comercial,6.5,2
2016,5,Vereda Quiebra de Velez,Rural,1,9.29,14
2017,7,Minitas,Residencial,3,12.38,485
2017,4,Vereda Minitas,Comercial,Comercial,16,1
2018,5,Palermo,Residencial,6,10.47,845
2018,4,Vereda La Linda,Comercial,Comercial,20.75,4
2018,1,Velez,Oficial,Oficial,364,1
2016,5,Bella Montaña (Hosp G. - Esc),Residencial,3,10.94,253
2017,11,La Asuncion,Residencial,4,25.5,2
2016,3,Tejares,Servicios Especiales,Servicios Especiales,8,1
2018,1,Vereda La Cabaña,Rural,2,13.97,157
2017,11,El Bosque,Residencial,3,12.94,1481
2018,2,Vereda Cueva Santa,Rural,1,7.13,30
2018,5,Vereda La Linda,Suministro a Constru,Suministro a Constru,1,1
2017,9,Lleras,Residencial,4,12.08,265
2016,2,Eucaliptus,Residencial,1,16.69,55
2018,2,Vereda Agua Bonita,Rural,1,13.73,26
2017,5,Sierra Morena,Residencial,2,3.57,7
2017,9,La Panamericana,Comercial,Comercial,24.31,106
2018,3,Santa Helena - Conjunto La Estacion,Residencial,3,9.98,770
2016,3,Versalles,Industrial,Industrial,298.5,6
2017,2,CampoHermoso (Univ. Mzles),Residencial,4,10.74,1970
2016,11,Palogrande,Residencial,6,10.29,281
2016,5,Vereda La Violeta,Industrial,Industrial,3.5,2
2017,4,La Isla,Oficial,Oficial,53.5,2
2018,1,Betania,Residencial,2,14.24,67
2016,6,CampoHermoso (Univ. Mzles),Residencial,3,13.93,224
2017,3,Vereda La Trinidad,Rural,2,21.39,18
2016,2,Vereda La China,Rural,1,12,8
2017,11,Vereda San Peregrino,Servicios Especiales,Servicios Especiales,41,2
2017,12,Vereda La Trinidad,Rural,4,15.08,13
2018,5,Bella Montaña (Hosp G. - Esc),Industrial,Industrial,1876,1
2016,10,Alta Suiza,Suministro a Constru,Suministro a Constru,2,1
2016,9,Tejares,Comercial,Comercial,42,3
2016,8,Zona Industrial,Residencial,1,9,1
2018,4,Jesus de la Buena Esperanza,Residencial,3,13.9,238
2016,11,Lleras,Residencial,3,11.98,217
2017,11,San Marcel,Residencial,6,11.94,213
2017,1,Villapilar,Servicios Especiales,Servicios Especiales,22,1
2017,11,Vereda Cuchilla del Salado,Comercial,Comercial,99,6
2017,6,Cerros de la Alhambra,Servicios Especiales,Servicios Especiales,56.33,3
2018,3,Bosques del Norte,Oficial,Oficial,60.83,6
2017,1,Guaduales,Residencial,6,5,1
2017,7,Aranjuez,Residencial,2,10.96,72
2017,10,Vereda La Aurora,Rural,4,0,1
2018,6,Vereda El Arenillo,Servicios Especiales,Servicios Especiales,57,1
2017,6,El Palmar,Residencial,3,12,1
2016,9,Chipre,Residencial,5,9.13,23
2018,1,Vereda La China,Industrial,Industrial,12.88,8
2017,12,Vereda Morrogacho,Rural,3,7.91,23
2018,6,Balcones de Chipre,Residencial,3,14,1
2017,11,Asturias,Rural,3,18,1
2016,10,Chipre,Residencial,1,6,4
2017,1,SanCancio,Residencial,6,12.14,1949
2017,3,Persia,Residencial,3,8.52,184
2016,9,Zona Industrial,Industrial,Industrial,1555.04,26
2017,6,Alameda,Residencial,6,4,1
2017,1,Vereda La Violeta,Rural,2,12.83,6
2016,1,Vereda El Chuzo,Rural,3,7.55,11
2016,3,Los Alcazares,Residencial,5,10.27,30
2018,4,Kennedy,Residencial,2,12.65,568
2016,9,San Sebastian (I - II Etapa),Oficial,Oficial,31,1
2017,8,Asturias,Rural,2,19,6
2016,7,La Sultana,Residencial,1,12,1
2016,11,Los Rosales,Comercial,Comercial,5.32,59
2018,6,Vereda Minitas,Industrial,Industrial,27.67,3
2016,1,El Bosque,Oficial,Oficial,466.75,4
2017,1,Vereda Cascarero,Rural,2,6.5,2
2016,10,Colon,Industrial,Industrial,57.5,2
2018,3,San Jorge,Oficial,Oficial,28,4
2017,9,San Antonio,Oficial,Oficial,144,6
2016,7,Persia,Residencial,3,8.65,184
2016,4,Vivienda Popular,Comercial,Comercial,2,1
2018,3,Alta Suiza,Uso General,Uso General,0,2
2018,5,Vereda El Arenillo,Residencial,4,0,1
2016,9,San Cayetano,Comercial,Comercial,66.75,4
2017,4,El Caribe,Residencial,2,13.57,1558
2017,9,Bosques de Niza,Comercial,Comercial,0.8,5
2016,10,CampoAmor,Residencial,1,18.2,10
2018,5,Vereda Farallones,Rural,1,5.5,20
2016,10,Villa Julia,Oficial,Oficial,0,1
2017,12,Vereda Minitas,Comercial,Comercial,18,1
2018,2,Persia,Comercial,Comercial,0.67,3
2016,5,El Carmen,Residencial,3,13.03,69
2017,12,El Paraiso,Residencial,1,14.06,478
2016,6,Vereda Alto del Naranjo,Rural,1,10.93,44
2016,12,Colombia,Residencial,3,12.3,431
2017,2,El Carmen,Comercial,Comercial,11.51,39
2017,8,Vereda Hoyo Frio,Rural,3,4,2
2018,3,San Antonio,Residencial,3,13,434
2018,1,Vereda La Trinidad,Rural,1,4.44,18
2016,10,Vereda La Trinidad,Residencial,2,2,1
2017,7,Chipre,Residencial,3,11.16,557
2016,2,Uribe,Oficial,Oficial,284,1
2016,3,Nevado,Residencial,1,11.75,460
2018,6,Chachafruto,Comercial,Comercial,9,1
2017,6,Aranjuez,Residencial,3,10.14,849
2016,1,Castellana,Servicios Especiales,Servicios Especiales,41,1
2017,12,Fundadores,Comercial,Comercial,13.97,59
2016,8,CampoHermoso (Univ. Mzles),Residencial,4,11.11,1906
2017,12,Vereda Bajo Tablazo,Residencial,3,28,1
2016,2,La Leonora,Oficial,Oficial,39,2
2017,8,Chipre,Residencial,1,11.5,4
2016,9,Vereda Bajo Corinto,Rural,2,10,1
2016,8,San Antonio,Residencial,2,80,1
2016,6,San Jose,Residencial,3,16.05,110
2016,11,Buenos Aires,Residencial,1,7,1
2018,3,Vereda La Aurora,Rural,1,9.1,70
2016,9,Vereda Morrogordo,Rural,1,12.14,14
2018,7,Niño Jesus de Praga,Residencial,1,11.33,3
2017,12,Vereda El Arenillo,Rural,2,14.14,105
2018,1,Versalles,Oficial,Oficial,214.25,12
2017,6,Sacatin,Rural,3,7,1
2017,3,Vereda La Aurora,Rural,3,12.37,27
2018,5,Vereda La Pola,Rural,3,6,3
2016,8,Los Rosales,Oficial,Oficial,111.67,3
2017,4,Vereda La Palma,Residencial,1,30,1
2017,11,Vereda Agua Bonita,Industrial,Industrial,3,1
2017,3,El Bosque,Residencial,3,13,1470
2016,5,Vereda El Aventino,Oficial,Oficial,19.33,3
2016,8,MalHabar,Servicios Especiales,Servicios Especiales,79,1
2017,10,Vereda Manzanares,Rural,2,8.35,34
2018,5,Vereda La Trinidad,Oficial,Oficial,782,1
2017,8,Belen,Residencial,6,12.19,186
2016,8,Milan,Servicios Especiales,Servicios Especiales,33,11
2017,11,San Ignacio,Residencial,1,12.41,63
2018,4,Vereda La Palma,Rural,2,12.57,90
2016,1,Vereda Alto Tablazo,Rural,3,14.92,25
2018,3,El Campin,Oficial,Oficial,10,1
2018,4,Alferez Real,Residencial,1,12.67,97
2016,11,las Delicias,Residencial,2,14.9,204
2016,1,Lusitania,Residencial,3,9.71,300
2018,4,Vereda El Chuzo,Rural,2,5.33,24
2018,1,Vereda San Peregrino,Oficial,Oficial,51.25,4
2017,6,San Antonio,Residencial,4,15.67,3
2016,7,Vereda Java,Oficial,Oficial,65,1
2018,5,La Cumbre,Residencial,2,10.18,745
2018,6,Vereda Cuchilla del Salado,Rural,1,9,62
2016,6,Vereda El Arenillo,Rural,6,21,1
2017,6,La Asuncion,Comercial,Comercial,12.89,19
2017,12,Nevado,Residencial,3,22,1
2017,10,Vereda Cuchilla del Salado,Industrial,Industrial,0,1
2018,3,Valles de la Alhambra,Residencial,6,9,1
2016,7,Vereda Guacas,Comercial,Comercial,35.2,5
2016,8,Asturias,Oficial,Oficial,48,1
2017,4,El Trebol,Industrial,Industrial,54,1
2018,6,Vereda Santa Clara,Rural,3,0,5
2018,3,Arboleda,Residencial,1,3,1
2017,4,Asturias,Comercial,Comercial,63.89,28
2017,9,La Argentina,Comercial,Comercial,14.02,44
2016,5,Alta Suiza,Residencial,1,0.17,6
2016,4,Samaria,Residencial,1,10.08,541
2018,2,Laureles,Servicios Especiales,Servicios Especiales,17.73,11
2016,7,San Joaquin,Residencial,3,15.19,751
2017,8,El Sol,Oficial,Oficial,43.5,2
2018,3,La Panamericana,Residencial,1,29,1
2017,10,Laureles,Residencial,6,7.61,193
2016,4,Chachafruto,Residencial,1,10.59,41
2017,11,Cerro de Oro,Residencial,6,97.5,4
2018,5,Guayacanes,Residencial,4,6,1
2018,1,Vereda La Linda,Oficial,Oficial,502.33,3
2017,1,Fanny Gonzalez,Residencial,3,13.3,164
2016,8,Puerta del Sol,Comercial,Comercial,0.5,2
2017,5,Los Rosales,Oficial,Oficial,115,3
2018,6,San Sebastian (I - II Etapa),Comercial,Comercial,17,1
2016,8,Vereda Farallones,Industrial,Industrial,0,2
2017,3,Vereda Manzanares,Rural,5,9,1
2018,5,Colon,Servicios Especiales,Servicios Especiales,23,2
2016,9,Bella Montaña (Hosp G. - Esc),Residencial,3,8.67,317
2018,1,Camelia,Residencial,5,9.7,10
2018,3,Vereda La Argelia,Rural,2,9.33,24
2018,4,Los Alcazares,Residencial,3,10.5,2
2016,5,Vereda Patio Bonito,Rural,1,13.68,19
2016,12,La Francia,Residencial,4,20.48,29
2017,8,Lleras,Comercial,Comercial,12.76,96
2017,4,Vereda Bajo Corinto,Rural,2,0,1
2017,3,Colombia,Residencial,3,12,431
2018,2,Chipre,Oficial,Oficial,38.57,14
2017,12,Castellana,Servicios Especiales,Servicios Especiales,0,1
2018,5,Villapilar,Residencial,3,6.97,533
2017,5,Prado,Residencial,4,11.34,32
2017,11,Estrada,Residencial,2,13,6
2016,1,Vereda Alto del Zarzo,Rural,4,3,1
2017,4,El Campin,Residencial,3,11.13,8
2017,7,Villapilar,Residencial,3,6.92,484
2016,1,Palogrande,Residencial,6,10.62,280
2016,7,La Leonora,Oficial,Oficial,40,2
2016,7,La Florida,Residencial,4,17.1,529
2018,2,Los Alcazares,Comercial,Comercial,37.31,13
2017,6,Vereda La Trinidad,Residencial,6,21.7,10
2017,9,Vereda El Arenillo,Rural,4,9.77,13
2018,7,Colon,Oficial,Oficial,676,1
2016,1,Vereda El Chuzo,Rural,1,12.71,17
2017,5,Niño Jesus de Praga,Residencial,1,9.67,3
2016,12,Residencias Manizales,Residencial,4,10.9,644
2018,1,Belen,Servicios Especiales,Servicios Especiales,60.56,9
2016,2,Vereda Hoyo Frio,Rural,2,17.25,4
2016,11,Bella Montaña (Hosp G. - Esc),Suministro a Constru,Suministro a Constru,34,1
2017,4,La Asuncion,Residencial,4,18,2
2018,1,La Francia,Residencial,6,12.94,325
2018,4,Samaria,Residencial,1,9.96,551
2018,1,Vivienda Popular,Residencial,1,9.02,52
2018,4,Fanny Gonzalez,Comercial,Comercial,22.5,2
2017,6,Vereda El Arenillo,Residencial,4,18,1
2018,6,Vereda La Argelia,Rural,1,9.43,37
2017,12,Cervantes,Oficial,Oficial,41.33,3
2017,7,Lusitania,Comercial,Comercial,4,1
2017,6,La Estrella,Residencial,6,8.6,154
2017,4,Vereda Alto del Naranjo,Rural,2,11.1,40
2016,7,Vereda San Peregrino,Suministro a Constru,Suministro a Constru,1,1
2016,3,Chachafruto,Residencial,5,4,1
2017,11,Laureles,Suministro a Constru,Suministro a Constru,79,2
2017,3,Vereda La Aurora,Oficial,Oficial,15.33,3
2017,10,Sinai,Residencial,1,7.5,2
2016,3,Colon,Comercial,Comercial,18.51,436
2016,5,El encuentro,Comercial,Comercial,12.3,10
2016,11,El Sol,Residencial,3,14.53,220
2016,11,Vereda Agua Bonita,Rural,5,4,1
2018,6,Sacatin,Residencial,2,11.99,133
2016,4,Vereda La Pola,Rural,3,4.5,2
2017,1,El Carmen,Oficial,Oficial,59.25,4
2017,1,Puerta del Sol,Suministro a Constru,Suministro a Constru,288,1
2017,12,Vereda Agua Bonita,Rural,1,16.69,26
2017,7,Samaria,Oficial,Oficial,21,1
2016,3,las Delicias,Servicios Especiales,Servicios Especiales,9,2
2017,12,Vereda El Rosario,Industrial,Industrial,18.5,4
2017,8,Sacatin,Rural,2,4,1
2016,9,Vereda La Aurora,Rural,4,0,1
2017,12,Las Americas,Suministro a Constru,Suministro a Constru,17,1
2016,2,Estambul,Servicios Especiales,Servicios Especiales,62.5,2
2017,10,Vereda Quiebra de Velez,Residencial,1,2.5,4
2017,8,Centenario,Oficial,Oficial,186.88,8
2018,4,Alta Suiza,Residencial,5,7.48,569
2017,6,Chipre,Oficial,Oficial,50.85,13
2017,11,Quinta Hispania,Residencial,2,9.83,6
2016,6,La Francia,Industrial,Industrial,41,1
2018,6,La Francia,Residencial,5,7.56,147
2018,5,Vereda San Peregrino,Industrial,Industrial,24.67,6
2016,10,Vereda La Cabaña,Rural,1,6.14,103
2016,11,Cerro de Oro,Residencial,6,94.25,4
2017,9,Vereda Guacas,Rural,2,11.75,59
2016,10,Villa Nueva,Residencial,2,3,1
2016,10,Guamal,Oficial,Oficial,73,1
2018,5,San Jorge,Servicios Especiales,Servicios Especiales,542.5,2
2017,8,Vereda Bajo Tablazo,Residencial,3,31,1
2017,9,las Colinas,Residencial,1,16.82,11
2017,9,Milan,Servicios Especiales,Servicios Especiales,29.36,11
2016,11,Centenario,Comercial,Comercial,21.67,12
2016,5,Sierra Morena,Residencial,1,8.54,61
2017,1,Centro,Residencial,2,28,1
2018,3,PaloNegro,Comercial,Comercial,0.75,8
2018,6,Vereda El Arenillo,Comercial,Comercial,138,3
2017,5,Villa del Rio,Residencial,3,4,1
2017,12,La Rambla,Residencial,5,9.9,603
2018,2,Vereda Farallones,Oficial,Oficial,29,1
2017,4,Chachafruto,Comercial,Comercial,10,1
2017,9,Vereda La China,Rural,4,22.33,3
2016,7,Urbanizacion Santos,Residencial,3,6.07,14
2018,2,Cerros de la Alhambra,Industrial,Industrial,38,1
2017,10,Vereda La Cabaña,Oficial,Oficial,34.22,9
2016,9,El Sol,Residencial,3,14.3,220
2016,9,Vereda Bajo Tablazo,Rural,5,19,1
2018,4,Morrogacho,Residencial,4,12.71,78
2018,2,El Bosque,Comercial,Comercial,9.78,178
2017,8,Sacatin,Residencial,1,12.44,119
2017,9,Morrogacho,Rural,1,15.5,2
2016,4,Solferino,Residencial,2,11.03,1080
2017,11,Milan,Residencial,2,9.43,7
2017,1,Vereda Java,Rural,3,13.67,9
2016,8,Uribe,Residencial,1,18,1
2018,4,Betania,Residencial,2,14.46,68
2017,5,La Toscana,Residencial,1,28.5,2
2016,8,Vereda Santa Clara,Oficial,Oficial,22,1
2016,4,La Toscana,Oficial,Oficial,367.2,5
2016,9,San Joaquin,Servicios Especiales,Servicios Especiales,43.4,5
2016,10,Guamal,Residencial,3,10.01,1359
2017,7,Vereda Quiebra de Velez,Rural,4,22.25,4
2018,2,Vereda Minitas,Industrial,Industrial,28.33,3
2018,6,Vereda El Aventino,Rural,3,12.28,25
2016,4,El encuentro,Industrial,Industrial,284.2,5
2016,1,Ciudadela La Linda,Residencial,1,13.18,11
2017,3,La Florida,Residencial,3,94.75,4
2018,6,Arrayanes,Suministro a Constru,Suministro a Constru,0,1
2018,1,Vereda El Arenillo,Rural,3,17.42,50
2017,3,Colon,Residencial,1,21,2
2016,5,Vereda Patio Bonito,Industrial,Industrial,47,1
2017,12,Guayacanes,Servicios Especiales,Servicios Especiales,6.79,24
2016,11,Vereda Manzanares,Rural,1,6.81,42
2016,11,Velez,Servicios Especiales,Servicios Especiales,29.75,4
2016,5,Vereda Guacas,Rural,5,0,1
2016,5,Alta Suiza,Industrial,Industrial,2149,8
2016,3,Los Alcazares,Residencial,2,11.43,91
2016,10,SanCancio,Servicios Especiales,Servicios Especiales,77.79,24
2017,2,Centenario,Oficial,Oficial,199.5,8
2017,2,Las Americas,Oficial,Oficial,16.8,5
2016,7,Vereda Alto Tablazo,Rural,3,13.44,27
2017,10,Arrayanes,Residencial,2,11.6,70
2017,5,Vereda Guacas,Oficial,Oficial,12.5,2
2016,12,Bosques del Norte,Oficial,Oficial,33.83,6
2017,2,Vereda Patio Bonito,Rural,4,9,2
2016,6,Vereda Bajo Tablazo,Rural,5,12,1
2016,12,Jesus de la Buena Esperanza,Residencial,3,13.66,237
2016,11,Villapilar,Servicios Especiales,Servicios Especiales,15,1
2017,11,Sacatin,Residencial,2,11.1,132
2016,8,Vereda Cuchilla del Salado,Rural,2,11.65,189
2017,6,Santana,Residencial,1,13,1
2018,1,San Jose,Residencial,2,15.91,126
2017,8,Arrayanes,Residencial,2,11.99,70
2017,1,El Sol,Comercial,Comercial,5.02,65
2016,8,Colombia,Comercial,Comercial,10.5,10
2017,8,Baja Leonora,Comercial,Comercial,4,5
2017,5,VillaHermosa - La Playa,Servicios Especiales,Servicios Especiales,3.5,2
2016,3,Vereda La Linda,Oficial,Oficial,528.67,3
2017,7,Solferino,Residencial,1,12.1,48
2016,2,Bella Montaña (Hosp G. - Esc),Suministro a Constru,Suministro a Constru,110,1
2018,4,San Marcel,Residencial,5,11.45,129
2016,1,El encuentro,Residencial,2,19,6
2017,8,La Enea,Residencial,2,13.13,119
2018,5,Vereda La Aurora,Rural,3,11.18,40
2016,7,Vereda Guacas,Rural,2,12.98,59
2017,4,Alferez Real,Residencial,2,21,2
2016,9,Los Alcazares,Residencial,5,10.9,30
2017,6,Betania,Residencial,3,10.07,297
2016,9,El Sol,Comercial,Comercial,5,64
2017,12,La Florida,Servicios Especiales,Servicios Especiales,63,2
2018,1,Vereda Agua Bonita,Rural,3,11,6
2017,6,Palogrande,Oficial,Oficial,143.42,24
2017,1,Centro,Residencial,6,10.53,15
2017,5,Vereda El Aventino,Rural,3,13.67,24
2017,11,Vereda Farallones,Rural,5,24,1
2017,8,Las Americas,Suministro a Constru,Suministro a Constru,18,1
2016,10,Vereda Alto Corinto,Residencial,2,9.45,110
2017,2,Vereda Alto Corinto,Residencial,2,10.01,111
2017,12,Vereda La China,Industrial,Industrial,16.5,8
2017,7,Cerros de la Alhambra,Suministro a Constru,Suministro a Constru,16,1
2017,3,Milan,Residencial,6,9.98,266
2016,3,Zona Industrial,Comercial,Comercial,77.26,72
2018,4,La Sultana,Industrial,Industrial,5,1
2017,1,Las Americas,Comercial,Comercial,12.87,55
2017,1,San Marcel,Residencial,6,11.55,210
2016,11,Bajo Prado,Comercial,Comercial,14.67,3
2017,2,Colon,Industrial,Industrial,76,2
2016,5,Chachafruto,Oficial,Oficial,1479,2
2016,2,Sierra Bonita,Residencial,6,13.67,101
2016,3,Vereda Cueva Santa,Rural,4,4,1
2016,1,La Enea,Industrial,Industrial,564.38,8
