ANIO,ESTRATO,PROMEDIO
2016,1,10.4
2016,4,3
2018,1,12.5
2018,3,13.44
2016,1,9
2017,2,12.06
2018,2,16.43
2016,3,17.5
2018,1,6.69
2018,1,20
2016,1,18.63
2017,2,20.57
2018,2,3
2016,3,10.78
2018,4,10
2017,5,14
2018,2,10.14
2017,3,12
2017,1,21.33
2016,4,5.64
2017,4,10.88
2016,2,14.14
2016,2,6.2
2017,2,10.93
2017,2,7.67
2017,1,11.29
2017,6,6
2016,2,19.1
2017,4,4
2018,4,10.85
2017,2,13.35
2016,2,16.58
2016,5,10.5
2018,2,6
2018,3,16.16
2018,4,45.37
2018,4,19
2017,2,21
2016,3,15.37
2017,4,6
2018,2,12.86
2016,2,13.19
2017,2,13.89
2016,6,11.89
2018,5,11.85
2016,1,12.72
2016,6,10
2016,2,14.58
2016,3,9.95
2016,2,12.39
2016,1,4.33
2018,2,12.73
2017,3,8.88
2018,2,13.08
2016,2,10.36
2016,3,12.76
2017,2,13.95
2016,3,6
2016,5,11.86
2017,1,14.24
2017,2,42.5
2017,3,12.44
2016,4,4
2016,1,6.33
2016,2,13.7
2016,1,7
2017,1,6.97
2016,4,12.85
2017,3,13.5
2018,2,14.47
2017,5,7.37
2017,3,13.53
2016,1,7
2018,5,50
2017,2,21.57
2016,4,55
2016,4,15.49
2017,4,20.89
2017,2,18.39
2017,6,24
2016,4,21
2016,1,13.94
2016,1,13
2016,6,18.54
2017,1,9
2016,2,13.5
2017,1,7
2016,4,14.5
2016,1,7.63
2017,4,22.45
2016,2,15.59
2017,2,6.67
2016,1,18.44
2017,2,16.92
2018,3,37
2016,5,15
2016,1,9.44
2016,1,4
2017,6,20.28
2016,4,18
2018,4,6.4
2016,2,16.12
2016,2,10.8
2017,4,11
2017,1,19
2016,3,13.41
2016,1,14.38
2016,1,8.67
2017,3,18
2016,5,29
2016,3,15.22
2017,6,8.69
2016,3,19
2016,1,7.5
2017,6,4
2017,3,17.29
2018,3,5.5
2016,2,14.11
2016,3,69.5
2016,4,18.67
2018,3,47
2017,3,14.39
2016,1,7
2016,4,12.27
2018,2,14.11
2018,3,14.71
2017,4,21.71
2016,3,2
2018,2,11.65
2017,2,60
2018,2,9
2018,2,11.31
2018,3,62.5
2016,5,19.27
2016,3,11.79
2016,2,12.26
2018,2,2
2017,2,7
2018,2,14.41
2017,5,10.29
2016,2,12.99
2016,6,7.05
2017,3,12.75
2016,5,18
2016,2,12.61
2017,5,8
2018,2,13.86
2016,2,9.9
2018,3,6
2018,6,27
2017,2,11.5
2016,1,8.18
2017,5,9.07
2016,1,10.12
2018,2,8.33
2018,4,29
2017,4,18
2017,4,12.33
2016,2,13.61
2016,1,11.7
2017,2,11.62
2017,3,3
2018,2,12.5
2017,1,11.55
2016,1,9.1
2016,1,11.67
2016,4,10
2016,5,32.67
2017,3,9
2016,3,3.23
2016,2,14.72
2017,2,10.57
2017,2,5
2018,1,11.54
2017,6,14.45
2017,2,10.49
2017,1,18
2017,2,12.47
2016,1,15.2
2017,2,13.14
2016,3,13.27
2016,2,9.2
2017,2,7.33
2017,3,10.68
2017,3,12.11
2017,2,5.63
2017,3,3.83
2016,4,4
2017,2,11.27
2017,2,10.22
2016,3,6.77
2016,3,83.5
2018,3,9.95
2017,2,8.67
2017,1,12.53
2016,2,28
2018,4,12
2016,1,9.67
2017,2,15.88
2017,2,12.84
2017,6,10.27
2017,2,4
2018,6,10.01
2017,4,10.14
2018,3,12.53
2017,5,13.14
2017,4,10.81
2016,3,10.03
2016,2,12.55
2017,6,7.88
2016,3,5
2017,6,7.3
2017,3,16.36
2016,3,5
2017,3,8.5
2018,2,14.7
2017,3,30
2017,5,7.54
2017,6,13.87
2018,4,7.87
2016,2,12.9
2018,1,14.25
2016,3,12.16
2017,1,20
2018,2,3
2016,2,12.23
2017,4,10.65
2016,2,11.18
2017,1,12.18
2016,1,10
2017,5,7.21
2016,2,13.88
2016,2,15.73
2017,2,8.57
2017,1,14.04
2016,3,12
2018,1,12.88
2018,4,12
2018,6,10.53
2017,3,26
2017,2,8.75
2018,6,3
2018,4,11.95
2016,2,14.95
2016,6,18
2016,4,12
2017,6,7.26
2018,5,9.25
2016,2,15.18
2018,1,11.91
2017,2,13.26
2017,1,13.88
2017,3,12.27
2018,1,13.5
2017,6,10.99
2016,3,12.14
2017,2,13.31
2016,4,12.43
2016,1,12.44
2016,4,3
2018,3,6
2016,5,6
2018,2,14.5
2016,1,15.71
2017,1,11.6
2016,3,12.1
2017,3,11.85
2017,4,9.36
2018,6,11.08
2017,3,12.33
2017,3,10.09
2016,5,9.13
2016,3,13.75
2017,4,2
2018,1,17.4
2016,1,15
2017,3,12.22
2018,2,10.6
2016,1,10.26
2018,2,12.19
2018,2,12.75
2016,1,14.24
2018,1,7.3
2017,1,3.17
2016,4,2
2016,2,2.67
2017,3,20.53
2016,2,8.63
2017,5,6.88
2017,2,16.04
2016,2,12.16
2016,2,40.95
2017,2,13.13
2016,3,12
2016,2,26.83
2016,1,3
2018,1,7.43
2016,3,14.15
2016,5,6.4
2018,3,10.85
2017,6,4.8
2016,3,25
2017,3,16
2017,1,8.6
2017,2,11.9
2018,5,11
2016,4,9.06
2018,1,29
2017,1,12
2018,3,12.69
2018,2,20.67
2017,5,6
2017,4,17.67
2018,3,14.21
2018,6,7
2017,2,10.88
2017,3,9.09
2018,1,13.55
2018,1,6.46
2016,6,11.26
2017,3,14.52
2018,2,3
2017,1,14.05
2016,3,6
2016,3,14.84
2016,4,10.14
2016,1,13
2017,3,11
2017,4,19.5
2017,4,12.95
2016,3,15.43
2017,2,13.6
2018,6,16.21
2017,2,8.67
2017,2,10.2
2018,2,21.62
2016,3,15.8
2016,5,8.48
2018,3,11.48
2018,1,13.67
2016,1,11
2016,2,6
2018,1,9.77
2016,2,13.05
2016,1,13.8
2016,1,14
2017,3,13.76
2016,2,13.18
2016,3,12.52
2017,4,17
2018,3,4.5
2016,3,2
2017,1,11.39
2016,3,7
2017,6,7.4
2016,2,8.67
2016,2,12.41
2017,4,10.16
2016,6,10.67
2018,2,9.5
2016,3,18.07
2017,3,7.7
2017,1,5.75
2017,4,14.01
2017,2,7.33
2017,4,7.52
2018,3,7.83
2017,5,12.5
2017,2,11.75
2016,4,10.48
2017,2,5.17
2017,1,8.57
2018,1,7.37
2016,4,21
2017,2,13.2
2018,2,10.88
2018,3,7
2016,1,13.8
2017,5,10.32
2017,3,12
2016,4,11.03
2017,1,32
2016,2,13.37
2017,2,13.98
2017,3,8.3
2017,2,10.54
2016,4,2.5
2017,5,10.44
2018,6,19
2017,3,8
2018,6,11.61
2016,2,11.62
2016,3,11
2016,5,11.61
2018,2,10.87
2018,1,10
2017,4,218
2017,3,21.6
2018,2,22
2017,4,54
2018,3,12.91
2017,2,4.5
2016,1,4.45
2018,2,12.11
2017,2,20
2016,4,19.03
2018,4,4
2018,1,11.35
2016,5,11.57
2018,3,18.92
2016,4,9.82
2016,3,13.05
2016,3,14.26
2017,3,8
2017,6,10.87
2016,4,10.6
2018,4,13.65
2017,3,7
2016,2,17
2017,3,14.96
2017,1,12.02
2018,3,12.04
2018,2,7
2018,4,6.75
2016,2,18.78
2018,3,4
2016,5,8.03
2016,3,14.72
2017,2,13.27
2016,5,11.18
2018,3,10.71
2018,4,14.5
2017,3,6
2018,2,6
2018,2,7.58
2017,3,12.75
2017,2,19.51
2016,2,22.6
2017,4,5.2
2016,1,11.89
2016,4,11.22
2017,3,9.54
2017,3,6
2018,3,9.45
2017,6,6
2017,2,19
2016,1,11.11
2016,3,9
2017,2,6.5
2016,6,15.2
2016,2,13.51
2017,1,8
2017,1,11.91
2016,2,20.72
2018,2,11.19
2016,5,12.21
2017,3,25
2016,1,7.12
2018,2,1.67
2016,1,12.2
2018,3,11.69
2017,2,24
2016,4,20.67
2016,1,14.2
2017,6,4
2017,5,9.84
2017,3,12.63
2016,3,7.67
2016,6,7.45
2016,5,10.18
2017,3,18.71
2016,6,7.08
2016,6,7.83
2018,2,3.5
2017,2,7
2016,1,10.11
2018,3,6.87
2016,2,18.29
2017,2,13.18
2017,2,12.26
2017,1,18
2016,2,14.16
2017,3,12.72
2017,2,13.77
2016,4,12.12
2016,2,6.57
2016,2,4.75
2017,4,40
2017,4,31
2017,3,16
2018,1,9
2018,4,14.12
2017,3,8.5
2016,2,21.72
2018,2,7
2016,4,7.33
2018,4,11.25
2017,2,13.09
2017,5,19
2017,1,8.25
2017,3,5
2016,1,11.93
2018,3,9.24
2018,2,15.9
2016,2,13.25
2018,1,17
2016,3,6.15
2016,5,24
2018,1,9.56
2017,4,12.2
2016,6,8
2018,1,13
2016,1,11.67
2017,3,11.62
2017,2,1
2016,1,9.67
2017,2,7.2
2017,1,9.67
2017,2,29
2016,1,12.18
2017,3,13.85
2017,1,11.91
2016,2,9.46
2016,2,12.29
2016,1,16
2017,6,14.27
2016,4,20.67
2016,3,5
2017,2,11.7
2016,2,5
2017,6,19.25
2018,1,9.36
2017,1,10.74
2017,3,8
2016,3,11.45
2017,4,11.75
2017,3,15
2017,3,9
2016,3,18.2
2016,1,57
2017,4,18
2017,5,6.86
2017,1,18.92
2016,1,15.29
2018,1,38.91
2018,3,19
2018,1,9
2018,1,7.38
2017,6,10
2016,4,11.75
2017,3,11.92
2016,4,10.02
2017,5,6.77
2016,5,15.8
2016,4,2
2016,1,8.85
2017,1,10.14
2018,2,12.9
2016,2,12.52
2016,6,21.52
2017,3,12.91
2016,1,17.67
2016,1,14.5
2016,1,27
2017,3,11.21
2017,5,7.98
2017,2,13.83
2016,2,43.5
2018,1,13.57
2018,3,13.59
2017,4,4.97
2016,1,12
2016,2,4
2018,1,12.33
2016,3,12.28
2017,3,11.62
2018,3,45
2018,1,15.53
2016,2,20.78
2017,2,59
2016,2,13
2016,1,11
2016,4,9
2016,4,7.14
2017,3,1
2017,3,17.82
2016,1,13.46
2016,1,15.14
2017,6,7.57
2016,2,13.59
2018,4,13.68
2016,1,78
2017,2,18.82
2016,3,16.19
2017,1,10.81
2016,6,32
2017,3,9.9
2016,4,6
2017,3,12.06
2017,4,11
2016,4,58
2018,1,8.39
2016,3,12.03
2018,3,10.93
2017,1,7.04
2017,4,5
2016,2,15.09
2018,4,15.5
2017,5,11.4
2016,3,10.58
2017,4,10.58
2016,3,9.13
2017,3,12.58
2017,5,16.18
2018,2,7.5
2018,2,10.26
2018,3,8.24
2016,5,7.36
2016,6,12.25
2016,5,9.41
2018,1,9.82
2018,2,6.68
2017,6,13.87
2018,3,12.95
2017,1,31.5
2016,4,6.79
2016,2,10.9
2018,6,11.24
2017,2,15.44
2016,1,9.44
2017,6,7.5
2017,3,10.51
2016,1,13.1
2016,3,14.51
2017,2,14.52
2017,3,8
2017,1,9.87
2016,3,7.22
2017,1,10.64
2016,1,5
2016,4,3
2016,3,12
2017,2,14.83
2016,1,12.94
2018,2,13.58
2018,6,14.53
2017,2,18.78
2016,3,12.52
2017,2,4
2017,2,15.23
2016,2,13.19
2018,5,11.74
2017,2,14.41
2016,3,13.31
2016,3,1
2017,3,13.63
2017,5,9.13
2017,4,5
2017,2,12.7
2017,1,8.4
2016,4,5.67
2018,2,17.94
2016,2,4
2017,1,4
2017,1,11.8
2017,2,10.33
2016,4,11.48
2017,6,8.97
2016,6,26.22
2016,3,12.44
2017,3,14.56
2017,5,8.28
2016,1,8.67
2018,3,14.48
2016,4,10.09
2016,3,12.82
2016,5,31.5
2016,2,7.92
2017,3,14.06
2017,2,4
2017,3,33
2017,2,8.13
2017,1,11.5
2016,3,26
2018,3,12.89
2016,3,8.99
2017,1,10.63
2017,6,6.1
2017,3,13.68
2016,3,13.58
2017,3,2
2017,4,11.17
2016,3,3.11
2018,1,9.92
2016,4,6.5
2018,1,10.36
2016,3,17.4
2017,2,14
2017,2,19.33
2016,1,10.33
2018,1,14.48
2016,3,12.86
2017,5,32.71
2016,4,8.73
2018,1,10.45
2017,4,2.5
2016,1,22.5
2016,2,16.94
2016,1,13.44
2017,6,8.82
2016,4,5.59
2016,1,6.2
2017,3,10.5
2017,1,6.98
2017,4,12.34
2016,3,20.67
2018,3,13.74
2016,6,94.75
2016,2,14.34
2017,5,17.7
2017,1,11.82
2016,5,9.12
2018,4,8.68
2018,5,7.02
2016,1,8
2016,2,15.82
2016,6,11.58
2016,3,16.32
2016,4,11.67
2018,6,14.69
2018,1,13.75
2016,3,9.38
2017,4,5.56
2018,3,16.5
2016,4,13.5
2018,5,11.6
2017,5,24.83
2016,5,11.67
2017,3,9.54
2017,1,4.18
2017,1,9.55
2017,1,3
2016,1,3
2018,3,11.91
2018,3,15.5
2017,3,14
2017,6,9.53
2018,4,11
2017,3,9.74
2016,2,11.33
2017,6,13.1
2017,3,14
2017,4,29
2017,2,4
2017,1,33
2016,3,14.47
2018,1,10
2017,3,63
2017,6,13.99
2018,2,7.25
2016,2,82
2017,4,10.21
2016,4,17
2016,3,7.04
2018,3,1
2018,2,5.8
2016,3,14.53
2018,4,20.33
2016,6,1
2016,2,16.58
2018,5,8.69
2017,4,5.53
2016,2,30
2016,1,16
2017,3,13.87
2017,2,12.75
2018,2,3.5
2016,2,11.81
2017,3,5
2018,4,7
2016,1,10.76
2017,4,12.12
2016,2,17.24
2018,2,13.31
2016,1,9.62
2017,2,12.74
2016,1,12
2017,2,77
2016,3,20.2
2016,4,15.07
2017,2,3
2016,3,13.26
2017,1,9.96
2018,3,9.84
2016,5,11.63
2016,4,13.33
2018,4,10
2017,2,7.19
2018,2,13
2016,3,17.89
2016,1,6.8
2018,4,5
2017,1,3.2
2017,3,13.75
2016,3,13.4
2016,6,11.64
2016,3,17.09
2016,3,11.31
2018,2,13.5
2016,4,11
2016,6,21.12
2016,3,11
2017,4,13.25
2016,3,15.61
2016,3,13.22
2017,4,1
2016,4,19
2017,1,12.25
2016,1,11.5
2017,2,10.87
2018,5,7.14
2016,3,10
2016,3,10.75
2017,3,8.03
2016,4,15.08
2017,3,14.52
2016,5,11.59
2016,4,17.33
2016,4,13.22
2017,2,16.69
2016,1,19
2017,2,10.71
2016,2,18.25
2016,1,11.48
2016,6,8.04
2017,5,34.29
2016,3,13.31
2016,3,13.85
2018,5,10.21
2018,4,1
2017,1,15.17
2017,2,20.6
2018,3,2.96
2016,5,6
2017,4,12.54
2018,2,27
2018,2,13.3
2018,2,11.73
2018,1,12.93
2016,3,12.49
2018,2,10.94
2018,3,9.75
2018,4,11
2018,1,14.05
2017,2,8.5
2016,2,9.15
2016,3,11
2017,1,10.2
2016,1,5
2018,1,8.67
2017,3,12.96
2018,1,12.51
2017,4,6.33
2018,2,15.85
2016,1,9.91
2017,2,16
2016,3,56.5
2016,2,9.33
2016,2,10.97
2016,5,5.44
2016,3,22.7
2017,2,2.52
2017,3,17.57
2016,3,22
2017,4,11.41
2017,4,6.88
2016,2,11.07
2017,1,14.67
2017,1,10.33
2016,1,6.76
2016,4,14.5
2017,1,2.5
2016,1,10.67
2017,6,12.06
2018,1,12.23
2016,3,9.34
2017,1,31
2017,1,13.53
2018,4,11.91
2017,4,14.23
2017,3,10.88
2018,2,19.5
2017,1,12.2
2016,5,8.9
2017,5,9.47
2017,3,10.4
2016,2,13
2016,3,1
2018,1,6.61
2017,4,19.71
2016,5,6.75
2017,3,6.24
2018,2,14.13
2018,4,8
2018,3,10.8
2018,5,4
2016,3,15
2018,2,16.75
2018,1,13
2017,1,15
2017,1,19.5
2017,1,7.76
2016,4,15.22
2016,2,6.83
2017,6,8.57
2016,2,19.58
2016,5,11.02
2018,6,1
2017,3,13.5
2017,3,3.23
2016,1,4.25
2018,4,8.63
2017,4,8
2017,2,14.36
2017,3,14.83
2016,1,10.88
2018,5,16
2016,2,22.6
2016,6,22.47
2017,1,14.1
2016,1,11.82
2016,5,9.96
2016,1,13.51
2016,4,7.4
2016,1,13.32
2018,2,12.53
2017,4,11
2016,2,17.55
2018,4,10.27
2016,2,6.33
2018,3,8.67
2016,3,12.69
2017,3,5
2017,4,9
2017,2,5.5
2017,4,11.55
2018,4,8
2017,2,2.68
2018,2,6.5
2018,2,7.8
2016,1,12.05
2017,6,20
2017,1,12.48
2016,4,12.35
2017,2,12.53
2016,2,77
2016,1,12.07
2017,2,12.8
2016,3,11.62
2016,1,16
2016,1,12.45
2017,1,10.5
2016,3,30.5
2018,3,13.55
2016,2,13.33
2018,3,11.94
2018,2,17.43
2016,1,8.71
2018,1,16.65
2016,5,8
2016,3,12.73
2017,3,12.23
2018,3,4
2018,5,9.98
2016,5,30.5
2017,4,10
2018,3,14.27
2016,5,8.54
2017,4,8
2016,4,8
2016,4,11.29
2017,3,11.11
2018,2,12.4
2016,2,13.18
2017,4,11.33
2016,4,4.53
2017,4,10.19
2018,1,9.15
2017,1,11.5
2016,2,15.79
2018,1,8.44
2018,1,12.36
2018,2,16.25
2016,2,13.35
2017,6,10.6
2017,6,9.66
2017,5,8.53
2017,5,11.06
2018,5,15
2016,6,11.71
2017,1,19
2017,1,11.09
2016,3,11.43
2018,3,13.44
2017,1,7.15
2017,2,14.84
2017,6,10.51
2016,2,4.33
2016,5,7
2018,4,5
2016,6,6.8
2016,1,12.93
2016,2,16.37
2017,1,11.88
2017,3,13.63
2016,1,9.22
2018,5,19.09
2017,1,5.86
2017,1,3
2018,4,9.5
2017,3,9.47
2016,2,12.77
2016,3,12
2017,5,6
2018,3,16.6
2018,3,10.1
2016,2,11.55
2016,1,13
2018,2,6.24
2018,4,10.31
2018,1,10.18
2016,5,15.1
2017,2,11.44
2016,1,12.41
2017,3,13.38
2017,1,8.21
2018,3,16
2017,2,2
2016,3,9.97
2016,2,18.71
2018,2,16.43
2018,4,8.48
2016,1,9.63
2016,3,3
2017,1,6.44
2018,2,5.8
2017,5,18
2018,6,11.48
2016,1,4.14
2017,1,14.83
2016,6,18.4
2017,2,19
2016,1,17
2017,3,7
2017,2,14.52
2016,2,11.72
2016,2,13
2017,3,36
2016,3,1
2017,3,6.5
2018,1,11.16
2017,3,12.61
2017,1,6.4
2017,2,6.67
2016,1,7.83
2017,3,13.88
2017,3,2
2018,6,11.76
2016,1,12.56
2018,2,2
2017,4,179
2017,1,7.6
2017,1,16
2016,5,7.71
2017,6,10.95
2018,3,13.5
2016,3,4.75
2017,1,15.09
2018,4,11.41
2017,1,18
2016,1,6
2016,3,9.9
2016,2,11.6
2017,4,7.1
2018,2,5
2016,2,5
2016,4,8.33
2017,4,25
2016,2,16.24
2018,2,13.02
2016,4,15.25
2018,4,11.56
2018,1,27.5
2016,6,11.55
2017,5,5
2017,1,7.19
2017,1,12.05
2017,2,12.62
2018,4,31
2016,3,11.4
2016,1,6.17
2018,3,13.19
2016,2,16.31
2016,6,23
2016,3,15.33
2018,1,9.5
2016,6,13.96
2017,3,12.2
2017,3,9.32
2017,3,9.64
2017,4,15.88
2016,5,7.93
2017,4,7
2017,2,9.25
2018,1,12
2016,1,8.33
2017,2,5.43
2018,2,8.59
2016,3,8.22
2017,4,12.71
2016,3,3.16
2017,4,12.87
2017,1,13.34
2016,1,11.17
2017,5,11.45
2017,2,11.9
2017,1,8.5
2017,1,3.59
2017,2,13.36
2018,2,22
2017,6,10.85
2018,3,14.11
2017,5,9.69
2018,3,7.5
2016,1,10.48
2016,4,13.42
2017,4,2
2017,4,13
2016,6,26.7
2016,2,10.6
2017,4,9
2016,2,13.83
2016,2,9.27
2017,4,13
2016,3,15.14
2017,1,10.63
2017,3,13.95
2017,5,16.87
2016,3,9.57
2017,4,10.24
2018,6,7.79
2017,3,9.26
2017,6,9.53
2017,1,6
2017,3,12.2
2016,2,12.13
2018,6,7
2018,4,11.97
2016,2,12.72
2016,1,9.28
2016,2,11.67
2017,1,11.23
2016,3,6.77
2016,3,15
2017,4,11.5
2018,1,7
2016,1,8.9
2018,1,8.1
2016,6,7.08
2018,4,9.81
2017,3,7
2016,4,6
2016,4,7.86
2018,1,12
2016,3,17.04
2018,1,3.59
2018,2,8.1
2016,1,14.54
2017,3,9.86
2016,2,14.23
2018,4,5
2017,1,15
2016,5,6
2016,2,22.88
2016,2,13.06
2017,1,3.4
2018,1,10.54
2016,6,12.47
2016,1,7.62
2017,2,13.64
2018,3,12
2017,2,11.75
2016,5,12.42
2017,2,14.27
2018,1,9.22
2016,3,20.89
2017,5,39
2016,2,12.25
2016,1,14.09
2018,6,11.96
2017,5,8.61
2016,4,7.41
2018,4,7.5
2016,2,18.89
2016,2,14.68
2017,1,10.98
2016,4,7.32
2017,2,13.09
2018,4,7.01
2016,3,8.33
2018,2,12.07
2017,3,2
2017,2,11.54
2016,3,13
2016,3,14.81
2017,6,3
2017,4,10.56
2018,3,13.52
2016,1,8.77
2016,6,11.58
2016,6,10.32
2016,3,14.65
2017,4,4
2016,3,14.83
2018,3,17
2018,3,8.54
2016,5,14.6
2017,4,10.54
2016,4,60
2018,4,14.5
2017,2,12.67
2016,1,12
2016,2,3
2018,3,9.51
2017,1,11.66
2018,2,13.92
2016,5,14.2
2016,2,11.91
2017,3,9.51
2016,3,15.5
2018,4,12.85
2018,5,6.5
2017,6,22.7
2017,1,8.93
2018,2,11.25
2016,1,12.14
2017,5,1
2017,2,13.25
2017,1,10.28
2016,3,14.33
2018,2,11.7
2018,2,10.12
2016,1,10.67
2017,3,9.36
2017,2,15.95
2016,4,8.67
2017,1,13
2018,3,8
2017,1,15.67
2016,3,10.29
2016,5,11.46
2016,4,4
2017,1,12.6
2017,3,10.76
2017,2,12.23
2016,1,12.16
2016,1,9.6
2016,2,9.56
2016,5,11.46
2018,4,7.26
2017,3,7.35
2016,2,17.72
2018,1,11.68
2016,3,11.8
2018,3,18.5
2018,3,43
2016,1,12.43
2016,3,10.65
2017,3,21
2018,1,5.86
2016,2,7.43
2016,3,11.29
2016,2,8
2016,2,9.22
2017,2,16.75
2016,1,2.5
2018,5,8.31
2016,3,15.38
2017,3,12.38
2016,3,13.7
2017,4,10
2017,4,3
2016,2,13.99
2018,1,14.88
2018,1,8.61
2016,5,9.06
2016,3,15.38
2016,1,3.63
2018,1,11.98
2016,4,9
2018,4,9.21
2016,2,12.23
2018,1,12
2016,1,9.2
2016,6,14.8
2018,2,11.2
2016,2,13.67
2017,2,12.87
2017,3,12.11
2017,4,11.44
2016,5,7
2016,2,15.05
2017,6,16
2016,1,14.65
2017,3,21
2017,2,12.2
2018,2,13.6
2018,5,14.73
2018,6,10.62
2017,2,23.4
2018,2,15.4
2017,1,10.18
2017,3,14.65
2017,1,5.13
2017,4,37
2018,2,11.64
2016,2,16
2017,4,7.07
2018,2,10.43
2017,3,27
2017,1,9.25
2018,5,9.38
2016,4,6.36
2018,6,7.02
2017,5,11.46
2016,2,12.11
2017,3,14.92
2016,5,9
2018,3,10.22
2016,1,13.75
2017,5,17.86
2017,2,11.57
2017,3,70
2018,2,12
2016,2,15.16
2016,6,7.89
2016,1,10.07
2016,2,13.33
2017,2,5
2016,5,9.61
2017,1,13
2017,4,20.5
2017,1,8.62
2017,1,10.81
2016,3,10.3
2016,3,10.42
2017,5,22.5
2018,3,13.88
2016,4,20
2016,6,13.01
2016,3,13.21
2016,2,11.28
2017,1,15
2017,1,9.18
2017,1,11
2017,4,13.8
2018,4,9.54
2017,3,15.6
2018,1,13.56
2017,3,22.8
2016,4,23.33
2018,3,18.13
2016,1,9.95
2016,2,12.89
2016,4,12.26
2017,4,8
2016,2,17.81
2017,3,12.93
2016,2,5
2017,1,15.83
2016,3,15.89
2017,5,11.49
2018,3,8.3
2017,2,8
2018,2,14.25
2018,2,11.5
2018,5,8.58
2017,4,21.5
2018,1,13.6
2016,4,13.29
2017,4,14.61
2016,3,15.08
2016,2,13.43
2016,1,20
2016,2,10.5
2016,4,16
2016,1,11.44
2018,6,7.09
2017,3,7.34
2016,3,4.67
2016,6,11.87
2017,4,8.5
2016,3,14.05
2017,4,23
2017,5,10.35
2017,2,9.95
2016,2,14.02
2016,2,6.71
2018,2,5
2016,3,13.58
2018,2,18.32
2017,4,14.5
2017,1,15
2017,2,14.07
2017,1,11.94
2018,1,11.77
2016,1,10.86
2016,6,12.04
2017,4,22.52
2016,1,9.37
2017,6,12.78
2018,6,6.95
2017,1,10.15
2017,6,15.31
2017,4,14.32
2018,2,15.06
2017,3,14.18
2016,3,6
2016,2,15.46
2017,1,6.68
2016,3,13.69
2017,1,10.01
2016,1,9.77
2016,1,13.12
2018,3,10.04
2017,1,6
2017,4,20.67
2016,2,18.5
2017,4,11.33
2018,1,7
2017,4,12.08
2017,5,7.18
2017,1,8.43
2016,1,9.19
2016,4,11
2016,4,16.83
2016,1,11
2017,1,10.1
2018,2,20.89
2016,1,12
2018,3,13.43
2018,3,8
2017,2,17.22
2016,2,11.44
2018,3,9.08
2016,3,14.48
2018,1,7.07
2017,1,5.36
2016,6,16.4
2017,1,6.88
2016,1,11.81
2016,4,11.77
2018,3,8
2016,6,7.37
2017,2,13.5
2017,3,9.57
2017,1,12.25
2016,2,7
2017,2,12.01
2016,2,11.38
2016,3,1
2016,1,11.56
2017,4,83
2016,2,14.92
2016,2,16.26
2017,1,12.5
2016,3,7.29
2016,1,17
2017,2,13.46
2016,2,20.81
2016,1,6
2017,5,12.22
2017,6,7.64
2016,2,14.07
2017,1,20.25
2016,2,14.99
2016,6,7.72
2016,5,10.7
2017,1,8.18
2016,5,7.84
2016,3,21.78
2018,3,12
2016,1,12.03
2017,1,33.5
2017,1,9.93
2016,1,10
2016,2,11.31
2017,1,20
2017,3,13.33
2016,2,6.26
2017,3,13.61
2016,5,2
2018,1,14.28
2018,5,10.74
2016,4,9.27
2017,3,11.63
2017,2,14.33
2016,3,12.61
2016,1,12.24
2018,3,3.5
2018,3,11.56
2016,2,81
2016,2,14.55
2016,1,7
2018,4,14.33
2016,4,17
2017,3,12.35
2017,1,11
2016,6,7.51
2017,3,12
2016,3,13.42
2016,2,43.5
2018,2,5.52
2018,1,7.89
2017,2,11.14
2017,4,10.84
2016,2,15.44
2016,1,11.13
2018,1,19.5
2016,4,18.94
2017,2,12.31
2016,4,9
2017,1,11.08
2016,2,15.3
2017,6,11.6
2017,4,8
2016,2,16
2017,2,7
2017,2,12.91
2017,2,10.93
2016,1,10.11
2017,2,6
2017,2,16
2017,6,10.43
2018,1,6.37
2017,3,27
2017,3,13
2017,2,1
2016,3,14
2017,4,13.8
2016,1,12.09
2017,5,28
2017,1,8.67
2018,2,3
2016,3,11.66
2017,4,9
2018,3,15.96
2018,1,13.86
2016,2,10.67
2016,6,10.57
2017,3,7.17
2016,2,11.3
2016,2,13.54
2017,3,9.52
2018,3,24.57
2016,2,8.67
2018,6,13.53
2016,1,18.33
2017,2,6
2016,4,3
2016,2,5.82
2017,1,6.75
2016,4,17
2017,2,11.78
2017,2,1.79
2017,6,87.75
2018,2,13.17
2017,1,9
2016,5,17.5
2016,5,9.54
2016,2,12.37
2017,1,10.05
2016,4,13
2017,2,8
2017,1,19.5
2016,4,19.82
2017,1,14.02
2016,1,11.15
2018,1,10.09
2016,2,18.6
2017,3,6
2017,2,13.89
2017,4,12.78
2016,4,9.05
2018,1,12.64
2016,1,17
2017,4,14.14
2016,3,0.5
2016,2,13.03
2016,4,19
2017,3,7.98
2018,2,3.5
2018,2,2
2016,5,5
2018,2,15.19
2018,3,6.69
2018,2,12.44
2016,1,8.21
2017,5,10.53
2016,4,11.19
2016,3,2
2017,4,7.67
2018,3,18.82
2017,2,9.17
2016,1,11.23
2017,3,8.6
2016,2,16.58
2016,3,12.72
2016,2,12.55
2017,2,9.38
2018,1,12.98
2016,2,21
2016,1,7.6
2017,2,17.67
2017,2,13.12
2017,3,8.57
2016,2,12.5
2017,5,7.88
2016,2,15.02
2018,2,12.91
2017,2,17.54
2016,3,14.77
2017,4,6
2018,6,23.02
2017,2,5
2017,1,10.2
2017,3,13.54
